,review,label
0,배민은 판매자들 때문에 일등 유지하는거지 요기요가 수수료 정책 손보는 순간 순식간에 나락갑니다  아마  년내에 그리 될 거 같아요 ,0
1,배민 이용한지 오래ㅤㄷㅚㅆ는데 이사오고나서 전화로 자꾸 위치어디냐고 전화를  분넘게한적도 있구요  슬슬 스트레스 받아서 여기에라도 올립니다  지리 잘 모르시는분이면 주문 안받게는 안되나요 ,0
2,별하나도 아까워 설치하기하아도 어렵고 배달을우리집 층인데  층에배달해서 시간 분이 넘었는데안와서 친구 만나기로했는데  시간난나는거 늦어지고 빨리먹다 체했네 배달 좀 빨리 제데로 똑바로 할수없어 별한게가 아까움 반의 반의 반의 반의 반의 반게가 남,0
3,배민 앱에서 성신여대 라화쿵부 맛있어서 또 주문하려고보니 배달이 안된다고 하네요  매장에 전화해보니 정상적으로 영업은 하더라고요  그럼 결론적으로 어느때는 주문이 가능하고  어느때는 주문이 안된다는 거네요  배민 마음대로인거네요  무슨 이런경우가 있는지  ㅤㅊㅘㅁ내,0
4,좋아요 좋은데 외국인은 아예 접근도 못하게 해놨네요ㅠ 영어 버전좀 내주세요 그리고 카드도 외국카드도 되게하면 훨씬 좋을거같아요,0
5,요기요보다 이용할곳이 많아서 좋아요 다만 아쉬운점은 할인이벤트 전용카드보다 요기요처럼 구독형같은게 생겼으면 좋겠어요  할인받는 느낌이 있었으면 너무 좋겠습니다,0
6,첨엔 할인 쿠폰 천원씩 주다가 배불렀는지 이제 첫결제만 할인  배달비는 다 올려놓고 요기요는  천원 할인은 기본인데 그냥 요기요로갈게요,0
7,예전에 자주시켰는데 요즘에 이앱이 이상해짐 배달할장소 정확히 주소쓰고 몇호인지 ㅤㅆㅓㅅ는데 거의 배달기사가 못찾음 그래서 내가 나가서 받은경우가 더 많음 한두번도 아니고 이건무슨경우임  앱에서 무슨 오류난거임 ,0
8,제가 위치도 켜놓은상태에서 안양시에 놀러왔는데 왜 주문은 창원에있는 식당으로 연결이되죠  주문을하고 주문확인하니깐 경남 창원시에 주문이 들어갔다고 하는데  돈날린것도 문제긴한데 뭐죠 이게  어떻게 관리를 하고있는건가요 ,0
9,피자를 시켰는데 사진과 전혀다른 피자가 옴 도어도 다르고 내용물도 다르고 사진이미지를 그거로 했으면 주문안했는데 사기당한 기분이라 기분드럽네요 일부러 기분낸다고 비싼피자 시컸는데 업체 관리좀 해주세요 상당히 지금 불쾌하네요 사장한테 말하니 도어가 다를수 있다  왜 첨부터 공지를 안하셨는지 암튼 기분드러움,0
10,동일한 카드사 카드 여러개 추가할 수 있도록 해주세요  요기요는 여러개 등록 가능해서 혜택따라 바꿔서 결제하는데 배민은 동일 카드사 카드 바꾸려면 지우고 추가를 반복해야되서 매우 번거롭습니다 ,0
11,토스 이용해서 결제 하려는데 이미 존재하는 결제라면서 튕긴게 몇번인지 모르겠네요  전에는 나갔다가 들어가면 되길래 그냥 썼는데 이제는 나갔다 들어가도 안되네요 ,0
12,아니 잘쓰던 카드가 초기화된거부터가 짜증이 솟구치며 혼자 욕을 욕을하면서 다시 등록하는데 완료됐다고해서 보면 계속 등록이 안됨 짜증으로 진짜 욕을 얼마나한지 모르겠네요 애꿋은 폰만 집어던질뻔 배민페이 등록으로만하니 등록되는데 어떻게좀해봐요,0
13,안드로이드 앱이   앱에 비해 너무 구더기입니다  플래그십에서도 반응 이렇게 느린 앱은 정말 하꼬 개인이 만든 앱이나 일부 주식 앱 빼면 흔치 않은데  개발진들 게으름 탓이 크다고 봅니다    전반적으로 많은 기능들이 정리되지 못한 느낌이 강합니다  메뉴 레이어의 층위  하단 탭 등등 기타  에 대한 이해도가 도무지 느껴지지를 않습니다  이건 안드로이드    앱 공통적인 불만 사항입니다 ,0
14,리뷰를 왜 업체에서 숨길 수 있게 하는건가요  고의적인 악성 리뷰도 분명 존재할테지만 전 제 돈으로 사먹었는데 또 정확히 작성하기 위해 리뷰이벤트 신청도 안하고 현상 그대고 음식 퀄리티가 너무 낮아 낮은 별점과 그 이유를 적었습니다  제 리뷰에 비속어라도 있으면 모를까 그것도 아닌데 내려진 이유가 납득이 안되네요  다른 이용자들은 리뷰 이벤트를 받고 올린 좋은 글들만 도배된 것에 속는건 옳은건가요 ,0
15,장난해요  주문을 취소시킬거면 주문받자마자 취소시키든가  주문취소를 한시간 뒤에 하는건 뭡니까  이제 도착할때 되서 먹을준비 다 했더니  주문취소됐네요  가게측에 전화해보니 배민측에서 취소시킨거라네요  덕분에 저희는 한시간반 넘게 기다리다 라면끓여먹었고  가게 사장님은 해물찜 쌩으로 버리셨네요 ㅋㅋ,0
16,다른 휴대폰으로 시키기 위해서 본인인증하는데 인증번호를 주지 않네요 놀랍게도  번 이상 시도를 하였으나 계속 문자가 오지 않아서 그냥 쿠폰 버린다 생각하고 요기요로 갑니다 쿠폰보다 제 정신건강이 더 중요한것 같네요 주로 요기요를 쓰는데 배민이 왜 평점이 낮은지 알겠네요 사소한 문제가 사용자에게 상당히 크게 작용합니다 솔직히 사소한 문제는 아니긴 하지만 ,0
17, 점도 주기 싫네요 시켜먹을 수 있는게 많고 코로나 시대에 적합한 앱이라고는 생각하지만 앞집에 도시락집 있어서 그날 몸 안좋고 그래서 시커먹었는데 맛있어서 리뷰를 남겼거든요 너무 빨리 해서 그런지는 모르겠는데 갑자기 허위 리뷰작성 자가 리뷰 작성 으로 의심 된다면서 갑자기 리뷰를  년이나 차단시켜버리네요 어이가 없어서 고객센터 문의하니까 돌아오는 대답은 단순 구두 주장 ㅋㅋㅋㅋㅋ 어이가 없어서 아니라고 하는데 그냥 리뷰를 막으시면 어떻게 해야할지 모르겠네요 정말 별로입니다  리뷰도 빨리 못쓰고 ㅋㅋㅋ 제대로 알아보시고 리뷰를 막 전체 리뷰,0
18,주문내역이 갑자기 하나도 안 뜹니다  앱 삭제하고 다시 까는 등도 해봤지만 해결이 안되네요,0
19,고객센터 진짜 개념이 없다  나도 고객센터 일해본 입장으로 씀  고객센터가 공감대 형성 못하고 손님 알기를 뭐로 알면  회사 자체가 뭐구나 하는 생각한다  그리고 고객센터 자체가 원래 다른 교육보다 최우선으로 하는게 공감대 형성이고   그러셨어요  이거 항상 생각하라 한다  아예 프린트물 붙여놓으라고 준다  고객관리 문제 있다는 쿠팡조차도 고객센터는 이렇지 않다  지금까지 내가 본 고객센터 중에서 최고봉으로 최악이다  심지어 배달시킨 가게가 쿠폰써서 최소금액 미만됐다고 바쁘다는척 일방적으로 취소한건데 고객센터 신경도 안쓴다  친구들 전체 리뷰,0
20,치킨시키려고 결제눌렀는데 취소가  번되었습니다 배달불가 하는곳이 왜 배달목록에뜨는지 이해할수가 없네요,0
21,제발 배달예상시간알림보내고난뒤  분동안이라도 시간확인후 주문취소할수있는 취소기능좀 추가해주세요,0
22,리뷰몇번째 삭제당하는지 최악입니다 주문하고  분후에 배달취소 고객센터에 전화해보니 가게에서 전화안받는다고 아무조치안해줌 문의대기만  분 걸림 요 요로 갈아탑니다,0
23,양쪽 입장 생각할 줄 모르고 냅다 신고접수해서 사람 하나 나쁜 사람 만드시네요  안 그래도 배달 횟수 너무 많은가 했는데 덕분에 시원하게 앱삭제하고 다른 플랫폼으로 갈아탑니다  고맙습니다  문의 같은 것도 애정이 있어야 하는 거예요 ,0
24,주문완료 알람이랑 취소되었다는 알람이랑 똑같은데 이거 개선좀 했으면 좋겠네요  주문하고  시간뒤 확인하니 취소되었다는 알람이었네요  하 ,0
25,음식을  시 반에 시킴   배달완료가 떴는데 오지 않아서 문의함   배달기사가 오배송했다며 정정배달해준다함   근데  신데도 안와서 문의함   기사가 정정배달했다함  당연히 집엔 오지않고 문앞에 있지도 않은 신발장이랑 집에없는 여자랑 통화했다함  본인 남자임    문의도중에 배달기사한테 연락하겠습니다 하고 상담사가 문의종료함   내 돈은  밥 못먹고 기다린 시간은  진짜 쓰레기같은 시스템 더러워서 쿠팡이츠로 간다,0
26,갑자기 주소를 새로 기입하라고 하면서 다 입력해도 연결상태고 불안정하다고 다시 하라고 무한반복 진행이 안됩니다 이게 무슨일이죠 ,0
27,배달 가능 지역이 아닌곳에서 실수로 주문을 넣더라도 앱상에서 이를 막아주는 장치가 없습니다  이로 인해 주문이 잘못들어가서 몇십분씩 기다리다가 주문이 취소되어도 소비자는 아무것도 할수없고  배민 또한 아무 책임을 지지않습니다  수수료만 받으면 된다는 식의 플랫폼 운영은 참 화나네요 ,0
28,아니  어플 시스템에 문제가 있는거면 추후 수정하겠다고 배민페이는 결제가 가능하니 불편하시더라도 한동안 사용해달라고 하면 되는걸 어플 다시 깔아보라고 하고 카드등록 안먹혀서 몇번 다시 해본걸 또 하라고 하고 카드사에 전화해보라고 하고 뭡니까 진짜  아침에 출근전에 밥 시켜먹고 가려했더니  분동안 폰만 붙들고 있게 하네요  일단 문제 내용을 들었으면 관련해서 뭘 찾아보는 척이라도 하든가 이런 문제가 없었다면서 리뷰에는  일에 같은 카드 등록 문제로 리뷰가 올라와 있네요  계속 문제 회피하고  배민페이 쓰게하려고 수라 전체 리뷰,0
29,맛난 음식을 집에서 쉽게 ㅎㅎ 요기요도 좋긴한데 쿠폰을 이걸로 많이 지인끼리 주고받게되더라구요,0
30,제발 검색기능좀 활성화 해주세요 대한민국  업이 어떻게 이렇게 검색기능을 찾기 어렵게 만들어놓나요  게다가 가게에서 음식 검색기능도 없고 심지어  마트는 검색기능도 없어요  어느 사이트를 가든 다 있는 검색기능이 배민에는 없는게 불만이에요 ,0
31,앱은 잘 사용하고 있습니다 다만 가끔 배달하시는 분이 배달을 제대로 않하고 하는경우가 있습니다 ,0
32,혹시 배민 지금 전산 오류인가요  비번 찾기 안되고 카드등록 안되고 이러지도 저러지도 못하고 있습니다 ,0
33,배인로그인페이지를 확인해주세요 이문구가  초단위로 뜹니다 왜이런거가요,0
34,맛있게먹고 리뷰이벤트로 리뷰했더니 허위로 차단당함  전화하니까 영수증 첨부해서 이메일 보내거나 내년에 전화하면 차단풀어준다는데 누가 그걸 다하고 있는지 이해가안감,0
35,수수료 받아먹는 중간업체라면 소비자와 업체간에 분쟁이 일어났을때 잘 조율하는 것도 중간업체의 책임도 있다는 것인데 조율은 커녕 오히려 분쟁의 원인이 되고 그걸 또 나몰라라 하는 행태에 더 열이 받는다  한국사회에서 그딴식으로 사업해서 얼마나 잘되는지 지켜보겠습니다  이 리뷰를 끝으로 배민 손절합니다  영원히 안녕 ,0
36,인증이 안됨  문자가 안옴  차단한 문자도 찾아봤는데도 안됨 ,0
37,대체 배달불가 지역은 배민 목록에 왜 뜨나요  실컷 고민하고 막상 배달시키면 취소당한적이 한두번도 아닌데 언제쯤 업데이트 되나요  점점 사용하기 싫어지네요  진짜 몇번이나 그러는데요 좀 업데이트 좀 하시라고요 제가 직접 거리 얼마나 먼지 확인하면서 주문하면 걍 사용하는 의미가 없잖아요  배민  은 걍 안되는데만 주구장창 뜨고 걍 극혐,0
38, 잠깐 이 주소가 맞나요  물어보는 조건이 뭐죠 어째서 까먹고 있을땐 알려주고 바꿔야하는걸 알고있을땐 안나오는건가요,0
39,내가 쓴 리뷰는 왜 삭제하냐  날씨 춥다고 주문을 막으면 무슨 배달앱이냐  비오고 추우면 배달비 아끼려고 가까운 가게만 주문되게 막는거 모를 줄 아나 ,0
40,먹고싶던 음식을 검색하니 관련이 적은 음식인데도 상단에 주로 뜨네요 과일 검색했더니 딸기잼에 요거트에 주스만 잔뜩나와서 호떡집  버거집  별별가게가 다나옵니다 과일 검색한게 맞나 싶을정도에요 전엔 안그랬는데 찾기가 상당히 번거로워 졌어요,0
41,지금 진행하고있는 허위리뷰 시스템이 정말 배민에 도움이 된다고 생각하고 계신건지 의문입니다  열심히 사용하던 사용자들을 모두 떠나게 만드는 최악의 시스템입니다  의도하는 바가 무엇인지는 알겠으나 세부적인 사항 및 관리가 아주 형편없네요  정확한 사유도 알수없고 소명을 해도 소명하라는 앵무새같은 답변만 돌아옵니다  많은 사람들의 불만을 다 들어야하는 고객센터 상담사 분들은 무슨 죄인가요  욕도 아깝습니다 ,0
42,배달어플 잘 쓰고 있긴 한데요 최소금액 충족시켜서  인분 배달시켰는데 멀지도 않은데 배달취소 시키는 업체가 많네요 이런건 개선해야 되는거 아닌가요  애초에 못하겠으면 최소금액을 올리던지 사람가지고 장난하는것도 아니고 취소해서 리뷰도 못 남기게하고 뭐하자는건지 모르겠네요 이런걸 주문시키는 입장에서 찾아가서 따져야 되는 건가요  배민에서 조치 좀 해줬으면 합니다 어플이 좋긴 하지만 이런거 때문에 주문하기도 짜증납니다 부탁드릴께요 ,0
43,리뷰 중에서 특정 음식메뉴를 검색해볼수 있는 기능이 있었으면 좋겠습니다  저는  라는 음식에 대한 리뷰만 보고싶은데 전체리뷰에서 일일이 찾으려니 오래 걸리네요 ,0
